count,lang,rel_lang,rel_type
1,Old East Slavic,Arabic,etymologically_related_to
1,Old East Slavic,Arabic,borrowed_from
1,Old East Slavic,Proto-West Germanic,etymologically_related_to
14,Russian,Undetermined,etymologically_related_to
1,Russian,Proto-Iranian,derived_from
1,Russian,Old Median,derived_from
3,Russian,Old Armenian,etymologically_related_to
33,Russian,Russian,back-formation_from
2967,Russian,Russian,etymologically_related_to
48272,Russian,Russian,has_affix
309,Russian,Russian,doublet_with
859,Russian,Russian,has_prefix_with_root
644,Russian,Russian,has_suffix
254,Russian,Russian,has_prefix
48,Russian,Russian,has_confix
43,Russian,Russian,blend_of
54,Russian,Russian,clipping_of
2,Russian,Russian,derived_from
3,Russian,Russian,named_after
77,Russian,Russian,compound_of
1,Russian,Russian,calque_of
248,Russian,English,etymologically_related_to
797,Russian,English,borrowed_from
49,Russian,English,derived_from
2,Russian,English,semantic_loan_of
15,Russian,English,calque_of
1,Russian,English,named_after
986,Russian,Old East Slavic,inherited_from
169,Russian,Old East Slavic,etymologically_related_to
57,Russian,Old East Slavic,derived_from
17,Russian,Old East Slavic,has_affix
2,Russian,Old East Slavic,borrowed_from
2577,Russian,Proto-Slavic,inherited_from
391,Russian,Proto-Slavic,derived_from
93,Russian,Proto-Slavic,has_affix
570,Russian,Proto-Slavic,etymologically_related_to
5,Russian,Proto-Slavic,has_prefix_with_root
5,Russian,Proto-Slavic,has_suffix
8,Russian,Proto-Slavic,compound_of
111,Russian,Dutch,borrowed_from
6,Russian,Dutch,etymologically_related_to
16,Russian,Dutch,derived_from
4,Russian,Dutch,compound_of
245,Russian,Ancient Greek,borrowed_from
268,Russian,Ancient Greek,derived_from
171,Russian,Ancient Greek,etymologically_related_to
6,Russian,Ancient Greek,has_affix
22,Russian,Ancient Greek,calque_of
1,Russian,Ancient Greek,semantic_loan_of
467,Russian,Proto-Indo-European,has_root
373,Russian,Proto-Indo-European,derived_from
141,Russian,Proto-Indo-European,etymologically_related_to
159,Russian,Proto-Indo-European,inherited_from
1,Russian,Proto-Indo-European,has_prefix_with_root
1,Russian,Proto-Indo-European,has_suffix
70,Russian,Proto-Balto-Slavic,inherited_from
36,Russian,Proto-Balto-Slavic,derived_from
7,Russian,Proto-Balto-Slavic,etymologically_related_to
58,Russian,Lithuanian,etymologically_related_to
4,Russian,Lithuanian,borrowed_from
4,Russian,Lithuanian,derived_from
355,Russian,Latin,derived_from
320,Russian,Latin,borrowed_from
145,Russian,Latin,etymologically_related_to
1,Russian,Latin,semantic_loan_of
47,Russian,Latin,calque_of
1,Russian,Latin,learned_borrowing_from
2,Russian,Latin,has_affix
30,Russian,Hebrew,derived_from
34,Russian,Hebrew,borrowed_from
3,Russian,Hebrew,etymologically_related_to
1,Russian,Hebrew,has_prefix_with_root
1,Russian,Hebrew,has_suffix
4,Russian,Translingual,etymologically_related_to
126,Russian,Old Church Slavonic,etymologically_related_to
70,Russian,Old Church Slavonic,derived_from
1,Russian,Old Church Slavonic,has_prefix
1,Russian,Old Church Slavonic,has_prefix_with_root
302,Russian,Old Church Slavonic,borrowed_from
4,Russian,Old Church Slavonic,compound_of
1,Russian,Old Church Slavonic,inherited_from
5,Russian,Old Church Slavonic,has_affix
974,Russian,French,borrowed_from
38,Russian,French,calque_of
99,Russian,French,derived_from
54,Russian,French,etymologically_related_to
2,Russian,French,has_affix
36,Russian,Proto-Germanic,derived_from
4,Russian,Proto-Germanic,etymologically_related_to
643,Russian,German,borrowed_from
81,Russian,German,calque_of
67,Russian,German,etymologically_related_to
143,Russian,German,derived_from
2,Russian,German,semantic_loan_of
4,Russian,German,compound_of
3,Russian,German,learned_borrowing_from
4,Russian,German,has_affix
1,Russian,German,orthographic_borrowing_from
67,Russian,Arabic,borrowed_from
64,Russian,Arabic,derived_from
22,Russian,Arabic,etymologically_related_to
15,Russian,Greek,etymologically_related_to
18,Russian,Greek,borrowed_from
6,Russian,Greek,derived_from
25,Russian,Byzantine Greek,derived_from
11,Russian,Byzantine Greek,borrowed_from
1,Russian,Byzantine Greek,etymologically_related_to
66,Russian,Persian,derived_from
32,Russian,Persian,borrowed_from
14,Russian,Persian,etymologically_related_to
17,Russian,Turkish,etymologically_related_to
12,Russian,Turkish,borrowed_from
6,Russian,Turkish,derived_from
98,Russian,Serbo-Croatian,etymologically_related_to
4,Russian,Serbo-Croatian,borrowed_from
2,Russian,Serbo-Croatian,derived_from
1,Russian,Serbo-Croatian,doublet_with
4,Russian,Mongolian,derived_from
4,Russian,Mongolian,borrowed_from
3,Russian,Mongolian,etymologically_related_to
210,Russian,Polish,borrowed_from
83,Russian,Polish,etymologically_related_to
51,Russian,Polish,derived_from
1,Russian,Polish,phono-semantic_matching_of
11,Russian,Czech,derived_from
35,Russian,Czech,etymologically_related_to
12,Russian,Czech,borrowed_from
2,Russian,Etruscan,derived_from
42,Russian,Bulgarian,etymologically_related_to
7,Russian,Bulgarian,borrowed_from
1,Russian,Bulgarian,derived_from
4,Russian,Aramaic,derived_from
1,Russian,Aramaic,etymologically_related_to
10,Russian,Lower Sorbian,etymologically_related_to
1,Russian,Lower Sorbian,borrowed_from
3,Russian,Georgian,etymologically_related_to
27,Russian,Georgian,borrowed_from
3,Russian,Georgian,derived_from
1,Russian,Kildin Sami,etymologically_related_to
9,Russian,Spanish,etymologically_related_to
11,Russian,Spanish,derived_from
44,Russian,Spanish,borrowed_from
5,Russian,Azerbaijani,borrowed_from
2,Russian,Azerbaijani,etymologically_related_to
1,Russian,Azerbaijani,derived_from
29,Russian,Sanskrit,etymologically_related_to
24,Russian,Sanskrit,borrowed_from
9,Russian,Sanskrit,derived_from
2,Russian,Old English,etymologically_related_to
131,Russian,Italian,borrowed_from
54,Russian,Italian,derived_from
18,Russian,Italian,etymologically_related_to
19,Russian,Old High German,derived_from
6,Russian,Old High German,etymologically_related_to
1,Russian,Old Turkic,etymologically_related_to
4,Russian,Old Turkic,derived_from
1,Russian,Proto-West Germanic,derived_from
203,Russian,Japanese,borrowed_from
20,Russian,Japanese,etymologically_related_to
12,Russian,Japanese,derived_from
2,Russian,Middle Persian,derived_from
1,Russian,Old Chinese,derived_from
1,Russian,Chuvash,etymologically_related_to
2,Russian,Chuvash,derived_from
5,Russian,Middle Low German,etymologically_related_to
7,Russian,Middle Low German,derived_from
8,Russian,Middle Low German,borrowed_from
2,Russian,Middle Dutch,etymologically_related_to
6,Russian,Middle Dutch,derived_from
1,Russian,Middle Dutch,borrowed_from
5,Russian,Middle French,etymologically_related_to
8,Russian,Middle French,derived_from
13,Russian,Kazakh,borrowed_from
2,Russian,Kazakh,derived_from
2,Russian,Kazakh,etymologically_related_to
1,Russian,Old Persian,derived_from
70,Russian,Ukrainian,etymologically_related_to
7,Russian,Ukrainian,derived_from
42,Russian,Ukrainian,borrowed_from
2,Russian,Ukrainian,has_affix
19,Russian,Belarusian,etymologically_related_to
9,Russian,Belarusian,borrowed_from
1,Russian,Belarusian,derived_from
29,Russian,Slovene,etymologically_related_to
17,Russian,Slovak,etymologically_related_to
18,Russian,Old Norse,derived_from
12,Russian,Old Norse,borrowed_from
13,Russian,Old Norse,etymologically_related_to
1,Russian,Old Norse,learned_borrowing_from
7,Russian,Gothic,derived_from
3,Russian,Gothic,etymologically_related_to
7,Russian,Portuguese,derived_from
1,Russian,Portuguese,etymologically_related_to
12,Russian,Portuguese,borrowed_from
1,Russian,Proto-Celtic,etymologically_related_to
2,Russian,Proto-Celtic,derived_from
4,Russian,Hindi,etymologically_related_to
4,Russian,Hindi,derived_from
12,Russian,Hindi,borrowed_from
19,Russian,Late Latin,derived_from
7,Russian,Late Latin,borrowed_from
2,Russian,Late Latin,calque_of
9,Russian,New Latin,derived_from
5,Russian,New Latin,borrowed_from
10,Russian,New Latin,calque_of
7,Russian,Swedish,borrowed_from
1,Russian,Swedish,etymologically_related_to
1,Russian,Swedish,derived_from
19,Russian,Yiddish,borrowed_from
4,Russian,Yiddish,etymologically_related_to
6,Russian,Yiddish,derived_from
4,Russian,Burmese,borrowed_from
1,Russian,Burmese,derived_from
24,Russian,Medieval Latin,derived_from
9,Russian,Medieval Latin,borrowed_from
1,Russian,Chukchi,borrowed_from
1,Russian,Tibetan,derived_from
1,Russian,Tibetan,borrowed_from
35,Russian,Middle High German,derived_from
12,Russian,Middle High German,borrowed_from
8,Russian,Middle High German,etymologically_related_to
17,Russian,Old French,derived_from
4,Russian,Old French,borrowed_from
1,Russian,Old French,etymologically_related_to
1,Russian,Old Czech,derived_from
1,Russian,Old Czech,etymologically_related_to
3,Russian,Hungarian,borrowed_from
10,Russian,Hungarian,etymologically_related_to
2,Russian,Hungarian,derived_from
1,Russian,Avestan,derived_from
3,Russian,Avestan,etymologically_related_to
10,Russian,Koine Greek,derived_from
1,Russian,Koine Greek,borrowed_from
19,Russian,Korean,borrowed_from
11,Russian,Korean,etymologically_related_to
6,Russian,Korean,derived_from
39,Russian,Ottoman Turkish,borrowed_from
12,Russian,Ottoman Turkish,derived_from
7,Russian,Ottoman Turkish,etymologically_related_to
6,Russian,Romanian,etymologically_related_to
4,Russian,Romanian,borrowed_from
2,Russian,Romanian,derived_from
1,Russian,Bashkir,derived_from
3,Russian,Bashkir,etymologically_related_to
3,Russian,Upper Sorbian,etymologically_related_to
1,Russian,Upper Sorbian,borrowed_from
21,Russian,Latvian,etymologically_related_to
1,Russian,Latvian,borrowed_from
1,Russian,Urdu,derived_from
1,Russian,Urdu,borrowed_from
1,Russian,Turkmen,borrowed_from
22,Russian,Proto-Turkic,derived_from
1,Russian,Proto-Turkic,borrowed_from
1,Russian,Proto-Turkic,etymologically_related_to
4,Russian,Macedonian,etymologically_related_to
9,Russian,Vulgar Latin,derived_from
18,Russian,Tatar,borrowed_from
8,Russian,Tatar,etymologically_related_to
8,Russian,Tatar,derived_from
2,Russian,Tatar,has_affix
1,Russian,Kyrgyz,derived_from
3,Russian,Kyrgyz,etymologically_related_to
1,Russian,Kyrgyz,borrowed_from
4,Russian,Uzbek,etymologically_related_to
1,Russian,Uzbek,derived_from
7,Russian,Uzbek,borrowed_from
1,Russian,trk,borrowed_from
1,Russian,trk,derived_from
3,Russian,Old Prussian,etymologically_related_to
1,Russian,Tajik,etymologically_related_to
1,Russian,Tajik,derived_from
2,Russian,Tajik,borrowed_from
3,Russian,Ossetian,etymologically_related_to
3,Russian,Ossetian,borrowed_from
1,Russian,Chagatai,borrowed_from
1,Russian,Mansi,etymologically_related_to
1,Russian,Mansi,borrowed_from
2,Russian,Romani,borrowed_from
1,Russian,Romani,derived_from
1,Russian,Old Swedish,derived_from
2,Russian,Sumerian,derived_from
1,Russian,Gaulish,derived_from
1,Russian,Gaulish,etymologically_related_to
3,Russian,Norwegian,etymologically_related_to
5,Russian,Biblical Hebrew,derived_from
3,Russian,Crimean Tatar,etymologically_related_to
9,Russian,Crimean Tatar,borrowed_from
1,Russian,Andalusian Arabic,etymologically_related_to
1,Russian,Andalusian Arabic,derived_from
2,Russian,Low German,derived_from
3,Russian,Low German,borrowed_from
4,Russian,Malay,borrowed_from
4,Russian,Malay,derived_from
1,Russian,Malay,etymologically_related_to
3,Russian,Chechen,etymologically_related_to
1,Russian,Icelandic,derived_from
1,Russian,Proto-Mongolic,derived_from
1,Russian,Proto-Mongolic,inherited_from
1,Russian,Provençal,etymologically_related_to
1,Russian,Old Spanish,derived_from
1,Russian,Komi-Zyrian,derived_from
1,Russian,Komi-Zyrian,etymologically_related_to
1,Russian,Komi-Zyrian,borrowed_from
1,Russian,Old Occitan,derived_from
2,Russian,Egyptian,derived_from
1,Russian,Egyptian,etymologically_related_to
1,Russian,Buryat,borrowed_from
1,Russian,Buryat,etymologically_related_to
22,Russian,Mandarin,borrowed_from
7,Russian,Mandarin,derived_from
11,Russian,Mandarin,etymologically_related_to
19,Russian,Armenian,etymologically_related_to
86,Russian,Armenian,borrowed_from
14,Russian,Armenian,derived_from
2,Russian,Proto-Indo-Iranian,derived_from
2,Russian,Proto-Indo-Iranian,etymologically_related_to
1,Russian,Venetian,borrowed_from
1,Russian,Okinawan,derived_from
1,Russian,Kipchak,borrowed_from
1,Russian,Middle Mongolian,derived_from
3,Russian,Tamil,etymologically_related_to
1,Russian,Tamil,derived_from
2,Russian,Tamil,borrowed_from
1,Russian,Northern Sami,borrowed_from
1,Russian,Old Russian,etymologically_related_to
2,Russian,Old Russian,inherited_from
1,Russian,Karakalpak,etymologically_related_to
4,Russian,Old Polish,derived_from
7,Russian,Old Polish,etymologically_related_to
3,Russian,Old Polish,borrowed_from
3,Russian,Old Polish,has_affix
2,Russian,Eastern Mari,borrowed_from
1,Russian,Swahili,borrowed_from
1,Russian,Frankish,derived_from
2,Russian,Finnish,etymologically_related_to
8,Russian,Finnish,borrowed_from
1,Russian,Finnish,derived_from
1,Russian,Estonian,derived_from
3,Russian,Estonian,borrowed_from
6,Russian,Middle Chinese,etymologically_related_to
2,Russian,Middle Chinese,derived_from
5,Russian,Chinese,borrowed_from
1,Russian,Chinese,derived_from
1,Russian,Old Ossetic,etymologically_related_to
1,Russian,Afrikaans,borrowed_from
3,Russian,Yakut,borrowed_from
1,Russian,Yakut,derived_from
1,Russian,Evenki,borrowed_from
2,Russian,Evenki,compound_of
2,Russian,Thai,borrowed_from
1,Russian,Thai,etymologically_related_to
3,Russian,Abkhaz,etymologically_related_to
2,Russian,Akkadian,derived_from
1,Russian,Karakhanid,etymologically_related_to
1,Russian,Karakhanid,borrowed_from
1,Russian,Cantonese,derived_from
2,Russian,Laz,etymologically_related_to
1,Russian,Mingrelian,etymologically_related_to
1,Russian,Faroese,borrowed_from
1,Russian,Irish,derived_from
2,Russian,Talysh,etymologically_related_to
1,Russian,Itelmen,borrowed_from
1,Russian,Kumyk,borrowed_from
1,Russian,Old Italian,borrowed_from
1,Russian,Kashubian,etymologically_related_to
1,Russian,Classical Mongolian,derived_from
1,Russian,Classical Tibetan,derived_from
1,Ukrainian,Undetermined,etymologically_related_to
2,Ukrainian,Proto-Iranian,derived_from
1173,Ukrainian,Proto-Slavic,inherited_from
119,Ukrainian,Proto-Slavic,derived_from
108,Ukrainian,Proto-Slavic,etymologically_related_to
14,Ukrainian,Proto-Slavic,has_affix
4,Ukrainian,Proto-Slavic,compound_of
91,Ukrainian,Proto-Indo-European,inherited_from
87,Ukrainian,Proto-Indo-European,derived_from
36,Ukrainian,Proto-Indo-European,etymologically_related_to
35,Ukrainian,Proto-Indo-European,has_root
3,Ukrainian,Russian,derived_from
35,Ukrainian,Russian,etymologically_related_to
38,Ukrainian,Russian,borrowed_from
4,Ukrainian,Russian,has_affix
3,Ukrainian,Russian,calque_of
440,Ukrainian,Ukrainian,etymologically_related_to
5900,Ukrainian,Ukrainian,has_affix
63,Ukrainian,Ukrainian,doublet_with
132,Ukrainian,Ukrainian,has_prefix_with_root
105,Ukrainian,Ukrainian,has_suffix
40,Ukrainian,Ukrainian,compound_of
28,Ukrainian,Ukrainian,has_prefix
5,Ukrainian,Ukrainian,back-formation_from
2,Ukrainian,Ukrainian,blend_of
2,Ukrainian,Ukrainian,derived_from
3,Ukrainian,Ukrainian,clipping_of
37,Ukrainian,Old East Slavic,derived_from
276,Ukrainian,Old East Slavic,inherited_from
41,Ukrainian,Old East Slavic,etymologically_related_to
1,Ukrainian,Old East Slavic,has_prefix
1,Ukrainian,Old East Slavic,has_prefix_with_root
1,Ukrainian,Old East Slavic,borrowed_from
2,Ukrainian,Old East Slavic,has_affix
26,Ukrainian,Proto-Balto-Slavic,inherited_from
9,Ukrainian,Proto-Balto-Slavic,derived_from
3,Ukrainian,Proto-Balto-Slavic,etymologically_related_to
28,Ukrainian,Polish,etymologically_related_to
227,Ukrainian,Polish,borrowed_from
21,Ukrainian,Polish,derived_from
1,Ukrainian,Polish,semantic_loan_of
3,Ukrainian,Polish,calque_of
9,Ukrainian,Czech,etymologically_related_to
7,Ukrainian,Czech,borrowed_from
3,Ukrainian,Czech,derived_from
4,Ukrainian,Hungarian,borrowed_from
1,Ukrainian,Hungarian,derived_from
92,Ukrainian,German,borrowed_from
9,Ukrainian,German,etymologically_related_to
47,Ukrainian,German,derived_from
4,Ukrainian,German,calque_of
19,Ukrainian,English,etymologically_related_to
9,Ukrainian,English,derived_from
57,Ukrainian,English,borrowed_from
1,Ukrainian,English,semantic_loan_of
3,Ukrainian,English,calque_of
5,Ukrainian,Dutch,borrowed_from
2,Ukrainian,Dutch,derived_from
12,Ukrainian,Belarusian,etymologically_related_to
1,Ukrainian,Belarusian,borrowed_from
8,Ukrainian,Slovak,etymologically_related_to
1,Ukrainian,Slovak,borrowed_from
97,Ukrainian,Ancient Greek,etymologically_related_to
180,Ukrainian,Ancient Greek,derived_from
6,Ukrainian,Ancient Greek,calque_of
32,Ukrainian,Ancient Greek,borrowed_from
4,Ukrainian,Ancient Greek,has_affix
15,Ukrainian,Old Ukrainian,inherited_from
8,Ukrainian,Old Ukrainian,etymologically_related_to
10,Ukrainian,Old High German,derived_from
10,Ukrainian,Proto-Germanic,derived_from
226,Ukrainian,Latin,derived_from
25,Ukrainian,Latin,etymologically_related_to
75,Ukrainian,Latin,borrowed_from
4,Ukrainian,Latin,calque_of
11,Ukrainian,Persian,derived_from
2,Ukrainian,Persian,etymologically_related_to
1,Ukrainian,Persian,borrowed_from
12,Ukrainian,Old Church Slavonic,etymologically_related_to
23,Ukrainian,Old Church Slavonic,borrowed_from
17,Ukrainian,Old Church Slavonic,derived_from
4,Ukrainian,Turkish,borrowed_from
3,Ukrainian,Turkish,derived_from
1,Ukrainian,Turkish,etymologically_related_to
5,Ukrainian,Arabic,derived_from
1,Ukrainian,Arabic,borrowed_from
3,Ukrainian,Middle Low German,derived_from
6,Ukrainian,Middle Low German,borrowed_from
2,Ukrainian,Middle Low German,etymologically_related_to
1,Ukrainian,Serbo-Croatian,derived_from
21,Ukrainian,Serbo-Croatian,etymologically_related_to
50,Ukrainian,French,derived_from
131,Ukrainian,French,borrowed_from
6,Ukrainian,French,etymologically_related_to
4,Ukrainian,French,calque_of
3,Ukrainian,Gothic,derived_from
2,Ukrainian,Gothic,etymologically_related_to
1,Ukrainian,Proto-Celtic,etymologically_related_to
3,Ukrainian,Sanskrit,derived_from
3,Ukrainian,Ottoman Turkish,derived_from
